no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,type_of_meal_plan_Meal Plan 1,type_of_meal_plan_Meal Plan 2,type_of_meal_plan_Meal Plan 3,type_of_meal_plan_Not Selected,room_type_reserved_Room_Type 1,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status
2,0,2,3,0,6,2017,9,13,0,0,0,103.15,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,117,2017,8,1,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,174,2017,10,10,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,193,2018,6,20,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,4,12,0,9,2018,1,13,0,0,0,69.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,5,0,17,2018,2,6,0,0,0,68.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,83,2018,7,23,0,0,0,105.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,1,2,2018,1,22,0,0,0,98.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,275,2018,4,17,0,0,0,110.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,0,0,5,2018,6,26,0,0,0,109.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,0,2017,8,14,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,305,2018,11,4,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,3,0,40,2018,6,29,0,0,0,117.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,4,2018,2,5,0,0,0,81.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,34,2018,9,18,0,0,0,85.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,3,0,56,2018,9,5,0,0,0,123.98,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,103,2018,4,19,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,2,0,1,0,40,2018,4,6,0,0,0,189.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,2,1,0,75,2018,4,24,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,16,2018,3,11,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,0,2,0,50,2018,7,20,0,0,0,157.9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,222,2018,8,11,0,0,0,86.63,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3,0,1,0,1,23,2018,6,12,0,0,0,133.95,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,13,2018,3,1,0,0,0,93.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,5,10,0,11,2018,5,9,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0,0,2,0,1,2017,8,4,0,0,0,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,4,0,275,2018,10,5,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,1,0,0,18,2018,12,11,0,0,0,80.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,45,2018,3,22,0,0,0,88.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,3,5,0,130,2018,9,25,0,0,0,140.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,2,0,0,8,2018,9,25,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,2,0,0,2018,8,29,1,3,42,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,1,1,0,14,2018,8,15,0,0,0,166.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,1,2018,6,26,0,0,0,137.67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,3,0,186,2018,7,28,0,0,0,111.76,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,1,0,52,2018,4,18,0,0,0,85.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,308,2018,12,29,0,0,0,71.91,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,5,2017,9,2,1,0,1,12.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,85,2018,10,6,0,0,0,85.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
3,0,1,5,0,200,2018,9,20,0,0,0,150.45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,5,2017,11,17,0,0,0,86.6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,64,2018,8,6,0,0,0,154.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,89,2018,7,16,0,0,0,155.57,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,110,2017,12,9,0,0,0,70.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,2,0,2,2018,2,5,0,0,0,97.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,2,1,0,3,2017,7,11,0,0,0,72.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,1,21,2018,5,4,0,0,0,165.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,205,2018,5,29,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,2,0,162,2018,10,14,0,0,0,115.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,2,0,6,2017,12,17,0,0,0,97.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,2,2,0,14,2018,11,6,0,0,0,117.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,154,2018,8,24,0,0,0,100.8,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,99,2018,2,19,0,0,0,81.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,0,0,2,0,9,2018,2,12,0,0,0,139.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,2,0,57,2018,6,10,0,0,0,90.67,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,192,2018,8,18,0,0,0,99.45,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,7,2018,9,13,0,0,0,184.0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,115,2018,5,28,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,211,2018,8,23,0,0,0,77.03,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,2,0,126,2018,8,8,0,0,0,86.36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,3,0,23,2018,8,25,0,0,0,85.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,1,0,4,2018,1,2,0,0,0,97.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,24,2018,6,13,0,0,0,107.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,221,2018,10,22,0,0,0,90.95,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,3,0,70,2018,12,8,0,0,0,113.87,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,10,2018,4,8,0,0,0,131.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,1,0,11,2017,10,23,0,0,0,136.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,30,2018,5,21,0,0,0,116.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,2,0,41,2018,10,3,0,0,0,105.3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,1,0,23,2017,9,4,0,0,0,105.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,0,0,1,2018,1,8,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,97,2018,5,19,0,0,0,140.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,0,8,2018,11,11,0,0,0,86.72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,2,0,12,2018,1,15,0,0,0,75.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,43,2018,2,14,0,0,0,87.97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,4,2017,10,13,0,0,0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,3,0,14,2018,5,31,0,0,0,87.12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,45,2018,2,18,0,0,0,70.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,0,1,0,29,2018,3,4,0,0,0,72.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,41,2018,12,27,0,0,0,65.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,49,2018,7,11,0,0,0,93.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,4,0,144,2018,5,25,0,0,0,92.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,107,2018,6,10,0,0,0,130.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,5,0,191,2018,9,7,0,0,0,80.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,315,2018,9,30,0,0,0,160.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,1,0,0,0,2018,9,19,1,0,2,65.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,4,0,34,2018,10,18,0,0,0,85.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,418,2018,9,26,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,44,2018,9,25,0,0,0,149.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,36,2018,10,3,0,0,0,97.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,1,1,0,113,2018,6,4,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,55,2018,3,13,0,0,0,78.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,8,2018,4,21,0,0,0,146.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,4,0,142,2018,12,17,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,317,2018,9,15,0,0,0,120.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,4,0,91,2017,12,30,0,0,0,60.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,0,2018,3,7,1,0,14,66.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,4,0,6,2018,12,28,0,0,0,110.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,6,0,152,2018,12,27,0,0,0,114.43,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,29,2018,5,20,0,0,0,139.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,0,1,0,175,2017,8,5,0,0,0,76.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,2,0,20,2018,11,6,0,0,0,124.16,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,4,0,160,2018,4,27,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,1,0,1,0,11,2018,11,5,0,0,0,150.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,2,3,0,36,2018,9,11,0,0,0,110.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,1,2,0,32,2018,2,5,0,0,0,72.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,3,0,150,2018,6,16,0,0,0,90.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,0,18,2018,10,2,0,0,0,85.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,0,0,6,2018,12,12,0,0,0,108.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,2,1,64,2018,12,25,0,0,0,83.61,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,110,2017,7,25,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,210,2018,8,15,0,0,0,90.95,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,198,2018,9,9,0,0,0,90.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,6,0,66,2018,11,11,0,0,0,82.8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,80,2018,5,16,0,0,0,89.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,102,2018,5,29,0,0,0,80.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,30,2018,9,7,0,0,0,109.0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,7,2017,10,22,0,0,0,114.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,107,2018,10,21,0,0,0,108.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,2,2,5,0,196,2018,7,24,0,0,0,158.95,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2,0,2,4,0,15,2018,1,28,0,0,0,77.88,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,17,2018,12,16,0,0,0,88.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,1,132,2018,6,11,0,0,0,135.9,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,3,0,7,2018,5,16,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,124,2018,5,6,0,0,0,114.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,2,0,88,2018,1,29,0,0,0,69.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,1,2017,9,30,1,1,0,98.1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,51,2018,3,29,0,0,0,90.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,3,0,25,2018,11,7,0,0,0,146.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,1,0,82,2018,6,20,0,0,0,126.9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,2,0,55,2018,6,21,0,0,0,113.4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,1,0,24,2018,9,18,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,2,0,262,2018,11,14,0,0,0,106.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2,2,0,1,0,39,2018,7,29,0,0,0,216.9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,265,2018,6,24,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,2,0,90,2018,3,25,0,0,0,79.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,14,2018,11,7,0,0,0,189.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,19,2018,2,12,0,0,0,138.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,1,2,1,0,127,2018,8,27,0,0,0,94.78,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2,0,0,2,0,346,2018,9,13,0,0,0,115.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,2,0,11,2017,10,23,0,0,0,88.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,50,2018,2,12,0,0,0,62.29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,12,2018,2,14,0,0,0,129.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,4,0,134,2018,5,9,0,0,0,76.58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,2,3,0,5,2017,11,15,0,0,0,73.15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,42,2018,3,22,0,0,0,131.4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,4,0,10,2018,6,13,0,0,0,113.24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,1,5,0,172,2018,7,26,0,0,0,72.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,2,0,45,2018,6,20,0,0,0,101.7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,3,0,63,2018,11,17,0,0,0,74.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,0,3,0,113,2018,7,12,0,0,0,137.7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,3,0,0,2018,3,23,0,0,0,131.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,66,2018,9,6,0,0,0,138.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
3,0,1,1,0,32,2018,3,26,0,0,0,159.3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,0,1,3,0,250,2018,9,26,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,1,0,4,0,33,2018,10,26,0,0,0,149.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,1,0,10,2017,12,10,1,0,6,74.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,3,0,3,2018,3,24,0,0,0,147.67,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,5,0,180,2018,8,3,0,0,0,112.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,1,0,1,0,24,2018,3,24,0,0,0,159.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,0,4,0,112,2018,5,4,0,0,0,111.78,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,8,2018,2,19,0,0,0,81.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2,1,0,1,0,195,2018,8,13,0,0,0,121.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,3,0,24,2018,11,5,0,0,0,174.9,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,0,75,2017,12,9,0,0,0,65.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,1,0,1,0,37,2018,3,25,0,0,0,143.1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2,0,2,2,0,126,2018,1,8,0,0,0,87.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,4,0,112,2018,6,1,0,0,0,132.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,1,1,1,0,5,2018,3,21,0,0,0,128.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,16,2018,4,12,0,0,0,105.82,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,2,0,199,2018,12,23,0,0,0,74.8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,2,2017,12,2,0,0,0,75.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,5,0,36,2018,3,8,0,0,0,71.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,3,0,28,2018,6,14,0,0,0,108.42,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1,0,0,1,0,24,2018,2,24,0,0,0,85.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,30,2018,6,2,0,0,0,140.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,122,2018,5,17,0,0,0,94.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,2,2018,5,9,0,0,0,89.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,2018,1,30,0,0,0,80.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,184,2018,4,30,0,0,0,118.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3,0,2,5,0,79,2018,7,6,0,0,0,146.96,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,2,5,0,59,2018,3,29,0,0,0,101.27,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,2,0,102,2017,10,16,0,0,0,80.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,0,0,3,2017,12,6,0,0,0,87.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2,0,0,1,0,55,2018,4,6,0,0,0,104.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,7,2018,10,17,0,0,0,70.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,2,0,219,2017,9,4,0,0,0,76.67,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,3,0,2,2017,8,17,0,0,0,122.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,6,2018,10,17,0,0,0,95.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,2,0,167,2018,10,5,0,0,0,78.2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,4,0,95,2018,7,14,0,0,0,118.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,3,0,36,2017,10,13,0,0,0,91.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,2,1,0,96,2017,7,11,0,0,0,94.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,56,2018,5,13,0,0,0,116.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,1,1,0,20,2018,4,4,0,0,0,89.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,3,0,166,2018,11,1,0,0,0,110.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2,0,0,2,0,86,2018,12,15,0,0,0,75.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,77,2018,10,30,0,0,0,85.5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
